Data_vygruzki,kadastr,object_type,build_year,name,wall_material,Etazh_raspolozheniya__dlya_pomescheniya__MM_,God_vvoda,Kod_podgruppy__iz_perechnya_,KN_roditelskogo_obyekta__dlya_pomescheniy_,Etazhnost__dlya_zdaniya__roditelya_,Naznachenie,Kod_NP__iz_perechnya_,Kod_rascheta_vida_ispolzovaniya__iz_perechnya_,address,permitted_use,Kategoriya,Vid_kharakteristiki,deal_type,KN_ZU__v_granitsakh_kotorogo_raspolozhen_OKS,Nalichie_OKS_v_granitsakh_ZU,Data_vydachi__dokumenta_osnovaniya,Data_registratsii_prava,price_per_sqm,Vid_zaregistrirovannogo_prava__Kod_,Kolichestvo_obyektov_nedvizhimosti,KS_s_perechnya,Dolya_CHislitel,Dolya_Znamenatel,sravnenie,Razmer_priobretaemoy_doli_ili_razmery_priobretaemykh_doley,ploshad_zu_v_sostave,area,price_total,Маркер_Выброса,object_type_code,wall_material_code
2026-01-04,89:11:020203:769,Помещение,1991.0,Квартира,Крупнопанельные,3,,101.0,,5,Жилое,,,"Ямало-Ненецкий автономный округ, г Новый Уренгой, ул Сибирская, д 17, кв 52",,,Площадь,Купля-продажа,,,2026-03-19,2026-03-20,140074.21150278294,001001000000,1,,,,,,,53.9,7550000.0,,3.0,0.0
2026-01-04,89:11:050104:963,Помещение,1988.0,квартира в многоквартирном доме,Крупнопанельные,3,,101.0,,10,Жилое,,,"Ямало-Ненецкий автономный округ, городской округ город Новый Уренгой, город Новый Уренгой, микрорайон Советский, дом 7 корпус 3, квартира 45",,,Площадь,Купля-продажа,,,2026-03-19,2026-03-20,200000.0,001001000000,1,,,,,,,36.5,7300000.0,,3.0,0.0
2026-01-04,89:11:030204:1301,Помещение,2015.0,,,1,,303.0,,,Нежилое,,,"Ямало-Ненецкий автономный округ, городской округ город Новый Уренгой, город Новый Уренгой, проезд Производственный, строение 11, ГК ""Спутник"", гараж №292",,,Площадь,Купля-продажа,,,2026-03-18,2026-03-20,25083.61204013378,001001000000,1,,,,,,,59.8,1500000.0,,3.0,0.0
2026-01-04,89:03:010401:704,Помещение,2009.0,Помещение: квартира,Рубленые,1,,205.0,,2,Жилое,,,"Ямало-Ненецкий автономный округ, р-н Ямальский, с Сеяха, ул Вануйто Константина, д 10, кв 3",,,Площадь,Купля-продажа,,,2026-03-13,2026-03-20,147420.1474201474,001002000000,1,,,,,,,40.7,6000000.0,,3.0,0.0
2026-01-04,89:10:010305:250,Помещение,2015.0,Гараж,,1,,303.0,,,Нежилое,,,"Ямало-Ненецкий автономный округ, г Надым, проезд №8, ГСК Полярник, гараж 159",,,Площадь,Купля-продажа,,,2026-02-13,2026-03-20,5281.003861003861,001001000000,1,,,,,,,25.9,136778.0,,3.0,0.0
2026-01-04,89:11:020202:1034,Помещение,1986.0,Квартира,Из прочих материалов,1,,101.0,,10,Жилое,,,"Ямало-Ненецкий автономный округ, г Новый Уренгой, ул Юбилейная, д 8, кв 110",,,Площадь,Купля-продажа,,,2026-03-19,2026-03-20,109375.0,001001000000,1,,,,,,,64.0,7000000.0,,3.0,0.0
2026-01-04,89:10:010203:866,Помещение,1980.0,Однокомнатная квартира,Из прочих материалов,3,,101.0,,5,Жилое,,,"Ямало-Ненецкий автономный округ, муниципальный округ Надымский район, город Надым, улица Геологоразведчиков, дом 3, квартира 37",,,Площадь,Купля-продажа,,,2026-03-19,2026-03-20,64432.98969072165,001001000000,1,,,,,,,38.8,2500000.0,,3.0,0.0
2026-01-04,89:12:110703:276,Помещение,1989.0,Квартира,Крупнопанельные,4,,101.0,,5,Жилое,,,"Ямало-Ненецкий автономный округ, г Ноябрьск, ул Магистральная, д 111 а, кв 71",,,Площадь,Купля-продажа,,,2026-03-19,2026-03-20,146391.7525773196,001001000000,1,,,,,,,48.5,7100000.0,,3.0,0.0
2026-01-04,89:02:010101:1628,Помещение,2016.0,,Бетонные,2,,205.0,,3,Жилое,,,"Ямало-Ненецкий автономный округ, р-н Приуральский, п Белоярск, ул Октябрьская, д 22, кв 30",,,Площадь,Купля-продажа,,,2026-03-19,2026-03-20,90476.19047619047,001001000000,1,,,,,,,63.0,5700000.0,,3.0,0.0
2026-01-04,89:12:110701:672,Помещение,1989.0,двухкомнатная квартира,Железобетонные,2,,101.0,,5,Жилое,,,"Ямало-Ненецкий автономный округ, г Ноябрьск, ул Магистральная, д 81, кв 19",,,Площадь,Купля-продажа,,,2026-03-19,2026-03-23,159695.8174904943,001001000000,1,,,,,,,52.6,8400000.0,,3.0,0.0
2026-01-04,89:11:010303:625,Помещение,2015.0,гараж,,1,,303.0,,,Нежилое,,,"Ямало-Ненецкий автономный округ, г Новый Уренгой, Западная промзона, южнее котельной №2, гараж №3",,,Площадь,Купля-продажа,,,2026-03-21,2026-03-23,50522.648083623695,001001000000,1,,,,,,,28.7,1450000.0,,3.0,0.0
2026-01-04,89:10:010306:1174,Помещение,2015.0,Гараж №17,,1,,303.0,,,Нежилое,,,"Ямало-Ненецкий автономный округ, г Надым, промзона, панель ""С"", ГСК ""Чайка"", гараж №17 блок-бокс № 2",,,Площадь,Купля-продажа,,,2026-03-21,2026-03-23,17628.20512820513,001001000000,1,,,,,,,31.2,550000.0,,3.0,0.0
2026-01-04,89:13:010112:1668,Помещение,1992.0,двухкомнатная квартира,Крупнопанельные,5,,101.0,,5,Жилое,,,"Ямало-Ненецкий автономный округ, г Муравленко, ул 70 лет Октября, д 18, кв 28",,,Площадь,Купля-продажа,,,2026-03-19,2026-03-23,101787.81925343812,001002000000,1,,,,,,,50.9,5181000.0,,3.0,0.0
2026-01-04,89:13:010108:879,Помещение,1989.0,"помещение: двухкомнатная квартира-Жилое помещение расположено в многоквартирном доме, признанном аварийным и подлежащим сносу",Дощатые,2,,205.0,,2,Жилое,,,"Ямало-Ненецкий автономный округ, городской округ город Муравленко, город Муравленко, улица Дружбы народов, дом 120, квартира 13",,,Площадь,Купля-продажа,,,2026-03-19,2026-03-23,90512.82051282052,001001000000,1,,,,,,,54.6,4942000.0,,3.0,0.0
2026-01-04,89:11:050101:1043,Помещение,1994.0,трёхкомнатная квартира,Железобетонные,5,,101.0,,9,Жилое,,,"Ямало-Ненецкий автономный округ, г Новый Уренгой, мкр Дружба, д 2, корп 3, кв 17",,,Площадь,Купля-продажа,,,2026-03-20,2026-03-23,123266.56394453003,001001000000,1,,,,,,,64.9,8000000.0,,3.0,0.0
2026-01-04,89:13:010210:67,Помещение,2015.0,Гараж,,1,,303.0,,,Нежилое,,,"Ямало-Ненецкий автономный округ, г Муравленко, ул Энтузиастов, 39/4, пом 119",,,Площадь,Купля-продажа,,,2026-03-20,2026-03-23,4761.9047619047615,001001000000,1,,,,,,,21.0,100000.0,,3.0,0.0
2026-01-04,89:09:010101:2004,Помещение,2024.0,,Бетонные,5,,101.0,,5,Жилое,,,"Ямало-Ненецкий автономный округ, городской округ город Лабытнанги, город Лабытнанги, улица Комарова, дом 4, квартира 116",,,Площадь,Купля-продажа,,,2026-03-20,2026-03-23,167146.97406340056,001001000000,1,,,,,,,34.7,5800000.0,,3.0,0.0
2026-01-04,89:08:010204:235,Помещение,1978.0,"Жилое помещение расположено в многоквартирном доме, признанном аварийным и подлежащим сносу или реконструкции",Рубленые,2,,205.0,,2,Жилое,,,"Ямало-Ненецкий автономный округ, г Салехард, ул Артеева, д 23, кв 9",,,Площадь,Купля-продажа,,,2026-03-20,2026-03-23,111517.36745886655,001001000000,1,,,,,,,54.7,6100000.0,,3.0,0.0
2026-01-04,89:13:000000:1509,Помещение,2015.0,гаражный бокс №1,,1,,303.0,,,Нежилое,,,"Ямало-Ненецкий автономный округ, г Муравленко, ул Энтузиастов, д 6, гаражный комплекс №29, секция 1, бокс 1",,,Площадь,Купля-продажа,,,2026-03-20,2026-03-23,22943.722943722943,001001000000,1,,,,,,,23.1,530000.0,,3.0,0.0
2026-01-04,89:11:020303:2416,Помещение,1982.0,Комната №1 в трехкомнатной коммунальной квартире,Железобетонные,6,,101.0,,10,Жилое,,,"Ямало-Ненецкий автономный округ, городской округ город Новый Уренгой, город Новый Уренгой, проспект Ленинградский, дом 16, квартира 56, комната 1",,,Площадь,Купля-продажа,,,2026-03-20,2026-03-23,157608.69565217392,001001000000,1,,,,,,,18.4,2900000.0,,3.0,0.0
2026-01-04,89:09:050105:70,Помещение,1995.0,однокомнатная квартира,Смешанные,2,,205.0,,2,Жилое,,,"Ямало-Ненецкий автономный округ, г Лабытнанги, ул Киевская, д 26, кв 10",,,Площадь,Купля-продажа,,,2026-03-20,2026-03-23,68702.29007633588,001001000000,1,,,,,,,39.3,2700000.0,,3.0,0.0
2026-01-04,89:12:160103:277,Помещение,1988.0,"«Жилое помещение, расположено в многоквартирном доме, признанном аварийным и подлежащим сносу или реконструкции»",Деревянные,1,,205.0,,2,Жилое,,,"Ямало-Ненецкий автономный округ, г Ноябрьск, мкр Вынгапуровский, ул Ленина, д 35, кв 10",,,Площадь,Купля-продажа,,,2026-03-12,2026-03-23,134990.85923217548,001001000000,1,,,,,,,54.7,7384000.0,,3.0,0.0
2026-01-04,89:12:110616:7032,Помещение,2025.0,,Иное,3,,205.0,,4,Жилое,,,"Ямало-Ненецкий автономный округ, городской округ город Ноябрьск, город Ноябрьск, улица Изыскателей, дом 12, корпус 1, квартира 35",,,Площадь,Купля-продажа,,,2026-03-12,2026-03-23,136618.96243291593,001001000000,1,,,,,,,55.9,7637000.0,,3.0,0.0
2026-01-04,89:11:050104:3498,Помещение,1987.0,,Крупнопанельные,8,,101.0,,9,Жилое,,,"Ямало-Ненецкий автономный округ, г Новый Уренгой, мкр Советский, д 4, корп 1, кв 30",,,Площадь,Купля-продажа,,,2026-03-20,2026-03-23,164345.40389972145,001001000000,1,,,,,,,35.9,5900000.0,,3.0,0.0
2026-01-04,89:11:050103:4384,Помещение,2010.0,"Часть здания: ""Дом электронной техники""",Кирпичные,2,,403.0,,12,Нежилое,,,"Ямало-Ненецкий автономный округ, г Новый Уренгой, мкр Мирный, д 1, корп 1б",,,Площадь,Купля-продажа,,,2026-03-12,2026-03-23,100794.4978062374,001001000000,1,,,,,,,843.3,85000000.0,,3.0,0.0
2026-01-04,89:12:110509:732,Помещение,1987.0,"Квартира - жилое помещение расположено в многоквартирном доме, признанном аварийным и подлежащим сносу",Деревянные,1,,205.0,,1,Жилое,,,"Ямало-Ненецкий автономный округ, г Ноябрьск, мкр П-6, д 206, кв 6",,,Площадь,Купля-продажа,,,2026-03-13,2026-03-23,134867.61710794296,001001000000,1,,,,,,,49.1,6622000.0,,3.0,0.0
2026-01-04,89:12:110606:2870,Помещение,2025.0,,Смешанные,1,,205.0,,5,Жилое,,,"Ямало-Ненецкий автономный округ, городской округ город Ноябрьск, город Ноябрьск, улица Республики, дом 60 корпус 1, квартира 34",,,Площадь,Купля-продажа,,,2026-03-13,2026-03-23,136672.5663716814,001001000000,1,,,,,,,56.5,7722000.0,,3.0,0.0
2026-01-04,89:11:020303:625,Помещение,1982.0,квартира в многоквартирном доме,Железобетонные,1,,101.0,,10,Жилое,,,"Ямало-Ненецкий автономный округ, городской округ город Новый Уренгой, город Новый Уренгой, проспект Ленинградский, дом 16, квартира 37",,,Площадь,Купля-продажа,,,2026-03-21,2026-03-23,146804.8359240069,001001000000,1,,,,,,,57.9,8500000.0,,3.0,0.0
2026-01-04,89:04:020101:5610,Помещение,1985.0,"Здание (многоквартирный дом) признано аварийным и подлежащим сносу или реконструкции. Распоряжение Администрации Надымского района ""О признании многоквартирного дома аварийным и подлежащим сносу"" № 924-рк от 15.10.2024 года",Каркасно-засыпные,1,,205.0,,2,Жилое,,,"Ямало-Ненецкий автономный округ, р-н Надымский, пгт Пангоды, ул Звездная, д 62, кв 2",,,Площадь,Купля-продажа,,,2026-03-20,2026-03-23,42617.857142857145,001001000000,1,,,,,,,72.8,3102580.0,,3.0,0.0
2026-01-04,89:11:020101:6067,Помещение,2026.0,,Иное,11,,101.0,,14,Жилое,,,"Ямало-Ненецкий автономный округ, городской округ город Новый Уренгой, город Новый Уренгой, проспект Губкина, дом 11В, квартира 62",,,Площадь,Купля-продажа,,,2026-03-21,2026-03-23,184612.99120234602,001001000000,1,,,,,,,68.2,12590606.0,,3.0,0.0
2026-01-04,89:10:010105:1250,Помещение,1993.0,Однокомнатная квартира,Смешанные,3,,101.0,,5,Жилое,,,"Ямало-Ненецкий автономный округ, г Надым, ул Кедровая, д 18, кв 8",,,Площадь,Купля-продажа,,,2026-03-03,2026-03-23,56897.4358974359,001001000000,1,,,,,,,39.0,2219000.0,,3.0,0.0
2026-01-04,89:12:110601:2854,Помещение,1986.0,,Деревянные,2,,205.0,,2,Жилое,,,"Ямало-Ненецкий автономный округ, г Ноябрьск, мкр Вынгапуровский, ул Рижская, д 4, кв 7",,,Площадь,Купля-продажа,,,2026-03-20,2026-03-23,125000.0,001001000000,1,,,,,,,63.3,7912500.0,,3.0,0.0
2026-01-04,89:10:010208:3929,Помещение,1990.0,Квартира,Крупнопанельные,10,,101.0,,10,Жилое,,,"Ямало-Ненецкий автономный округ, г Надым, ул Зверева, д 49, кв 358",,,Площадь,Купля-продажа,,,2026-03-20,2026-03-23,71902.65486725663,001002000000,1,,,,,,,90.4,6500000.0,,3.0,0.0
2026-01-04,89:13:010103:1328,Помещение,1987.0,Квартира,Железобетонные,1,,101.0,,5,Жилое,,,"Ямало-Ненецкий автономный округ, городской округ город Муравленко, город Муравленко, улица Новоселов, дом 2, квартира 16",,,Площадь,Купля-продажа,,,2026-03-20,2026-03-23,118518.51851851853,001001000000,1,,,,,,,51.3,6080000.0,,3.0,0.0
2026-01-04,89:12:110709:362,Помещение,1993.0,двухкомнатная квартира,Крупнопанельные,5,,101.0,,5,Жилое,,,"Ямало-Ненецкий автономный округ, г Ноябрьск, ул Высоцкого, д 34, кв 58",,,Площадь,Купля-продажа,,,2026-03-18,2026-03-23,123437.5,001001000000,1,,,,,,,51.2,6320000.0,,3.0,0.0
2026-01-04,89:11:020103:2460,Помещение,2018.0,,Из мелких бетонных блоков,4,,101.0,,7,Жилое,,,"Ямало-Ненецкий автономный округ, городской округ город Новый Уренгой, город Новый Уренгой, микрорайон Строителей, дом 7 корпус 2, квартира 39",,,Площадь,Купля-продажа,,,2026-03-19,2026-03-23,173809.52380952382,001001000000,1,,,,,,,42.0,7300000.0,,3.0,0.0
2026-01-04,89:11:020103:1787,Помещение,2007.0,Гаражная ячейка 41,Бетонные,1,,303.0,,1,Нежилое,,,"Ямало-Ненецкий автономный округ, г Новый Уренгой, мкр Строителей, потребительский гаражный кооператив ""Фаэтон-1"", гаражная ячейка №41",,,Площадь,Купля-продажа,,,2026-03-19,2026-03-23,70175.43859649122,001001000000,1,,,,,,,22.8,1600000.0,,3.0,0.0
2026-01-04,89:10:010208:3263,Помещение,1989.0,НЕЖИЛОЕ ПОМЕЩЕНИЕ,Крупнопанельные,1,,107.0,,10,Нежилое,,,"Ямало-Ненецкий автономный округ, муниципальный округ Надымский район, город Надым, улица Зверева, дом 44, помещение 192",,,Площадь,Купля-продажа,,,2026-03-20,2026-03-23,160714.2857142857,001001000000,1,,,,,,,56.0,9000000.0,,3.0,0.0
2026-01-04,89:08:010204:1913,Помещение,2018.0,Квартира,Бетонные,7,,101.0,,9,Жилое,,,"Ямало-Ненецкий автономный округ, городской округ город Салехард, г Салехард, ул Республики, дом 75а, кв 51",,,Площадь,Купля-продажа,,,2026-03-20,2026-03-23,220652.1739130435,001001000000,1,,,,,,,46.0,10150000.0,,3.0,0.0
2026-01-04,89:05:020124:1225,Помещение,2006.0,Двухкомнатная квартира,Монолитные,5,,101.0,,6,Жилое,,,"Ямало-Ненецкий автономный округ, муниципальный округ Пуровский район, город Тарко-Сале, улица Им Е.К.Колесниковой, дом 1, квартира 57",,,Площадь,Купля-продажа,,,2026-03-19,2026-03-23,143712.5748502994,001001000000,1,,,,,,,83.5,12000000.0,,3.0,0.0
2026-01-04,89:11:020302:1338,Помещение,1984.0,двухкомнатная квартира,Бетонные,2,,101.0,,5,Жилое,,,"Ямало-Ненецкий автономный округ, г Новый Уренгой, ул 26 Съезда КПСС, д 4А, кв 4",,,Площадь,Купля-продажа,,,2026-03-19,2026-03-23,171666.66666666666,001002000000,1,,,,,,,60.0,10300000.0,,3.0,0.0
2026-01-04,89:11:020207:666,Помещение,2015.0,Квартира,Из мелких бетонных блоков,2,,101.0,,11,Жилое,,,"Ямало-Ненецкий автономный округ, г Новый Уренгой, мкр Тундровый, д 3, кв 147",,,Площадь,Купля-продажа,,,2026-03-19,2026-03-23,186781.60919540233,001001000000,1,,,,,,,34.8,6500000.0,,3.0,0.0
2026-01-04,89:08:010202:1079,Помещение,1998.0,четырёхкомнатная квартира,Крупнопанельные,5,,101.0,,5,Жилое,,,"Ямало-Ненецкий автономный округ, г Салехард, ул Зои Космодемьянской, д 33, кв 8",,,Площадь,Купля-продажа,,,2026-03-20,2026-03-23,162240.18475750578,001001000000,1,,,,,,,86.6,14050000.0,,3.0,0.0
2026-01-04,89:10:010102:712,Помещение,1987.0,Квартира,Железобетонные,3,,101.0,,5,Жилое,,,"Ямало-Ненецкий автономный округ, муниципальный округ Надымский район, город Надым, район Лесной, дом 12, квартира 22",,,Площадь,Купля-продажа,,,2026-03-20,2026-03-23,59632.22416812609,001001000000,1,,,,,,,57.1,3405000.0,,3.0,0.0
2026-01-04,89:11:070101:6522,Помещение,1984.0,,Деревянные,1,,610.0,,1,Нежилое,,,"Ямало-Ненецкий автономный округ, городской округ город Новый Уренгой, город Новый Уренгой, микрорайон Надежда, дом 17, пом 5",,,Площадь,Купля-продажа,,,2026-03-19,2026-03-23,22222.222222222223,001001000000,1,,,,,,,18.0,400000.0,,3.0,0.0
2026-01-04,89:11:070101:6521,Помещение,1984.0,,Деревянные,1,,610.0,,1,Нежилое,,,"Ямало-Ненецкий автономный округ, городской округ город Новый Уренгой, город Новый Уренгой, микрорайон Надежда, дом 17, пом 4",,,Площадь,Купля-продажа,,,2026-03-19,2026-03-23,22222.222222222223,001001000000,1,,,,,,,18.0,400000.0,,3.0,0.0
2026-01-04,89:10:010206:2260,Помещение,1988.0,Трёхкомнатная квартира,Железобетонные,6,,101.0,,9,Жилое,,,"Ямало-Ненецкий автономный округ, муниципальный округ Надымский район, город Надым, улица Зверева, дом 39, квартира 86",,,Площадь,Купля-продажа,,,2026-03-20,2026-03-23,97982.70893371757,001002000000,1,,,,,,,69.4,6800000.0,,3.0,0.0
2026-01-04,89:06:010105:1587,Помещение,2015.0,,Из мелких бетонных блоков,2,,205.0,,4,Жилое,,,"Ямало-Ненецкий автономный округ, муниципальный округ Тазовский район, поселок Тазовский, улица Кирова, дом 7, кв 6",,,Площадь,Купля-продажа,,,2026-03-21,2026-03-23,177865.61264822134,001001000000,1,,,,,,,50.6,9000000.0,,3.0,0.0
2026-01-04,89:09:110303:230,Помещение,2015.0,двухкомнатная квартира на третьем этаже пятиэтажного жилого дома,Кирпичные,3,,101.0,,5,Жилое,,,"Ямало-Ненецкий автономный округ, городской округ город Лабытнанги, поселок городского типа Харп, улица Гагарина, дом 9, квартира 16",,,Площадь,Купля-продажа,,,2026-03-21,2026-03-23,86762.07513416816,001001000000,1,,,,,,,55.9,4850000.0,,3.0,0.0
2026-01-04,89:12:110710:1063,Помещение,1986.0,двухкомнатная квартира,Крупнопанельные,5,,101.0,,5,Жилое,,,"Ямало-Ненецкий автономный округ, г Ноябрьск, пр-кт Мира, д 84, кв 60",,,Площадь,Купля-продажа,,,2026-02-05,2026-03-23,142578.125,001001000000,1,,,,,,,51.2,7300000.0,,3.0,0.0
2026-01-04,89:08:010201:521,Помещение,2002.0,Помещение: двухкомнатная квартира,Крупнопанельные,4,,101.0,,6,Жилое,,,"Ямало-Ненецкий автономный округ, г Салехард, ул Мира, д 9, кв 40",,,Площадь,Купля-продажа,,,2026-03-20,2026-03-23,181818.18181818182,001002000000,1,,,,,,,58.3,10600000.0,,3.0,0.0
2026-01-04,89:02:020103:318,Помещение,2005.0,Четырехкомнатная квартира,Из прочих материалов,2,,205.0,,2,Жилое,,,"Ямало-Ненецкий автономный округ, р-н Приуральский, с Аксарка, ул М.А.Ямкина, д 7, кв 4",,,Площадь,Купля-продажа,,,2026-03-19,2026-03-23,138522.42744063324,001002000000,1,,,,,,,75.8,10500000.0,,3.0,0.0
2026-01-04,89:11:020205:1934,Помещение,2010.0,гараж,Железобетонные,1,,303.0,,1,Нежилое,,,"Ямало-Ненецкий автономный округ, г Новый Уренгой, мкр Заозерный, ул. Строителей, 2, ГК ""Заозерный"", гараж №26",,,Площадь,Купля-продажа,,,2026-03-20,2026-03-23,75342.46575342467,001001000000,1,,,,,,,21.9,1650000.0,,3.0,0.0
2026-01-04,89:11:080201:3401,Помещение,1988.0,двухкомнатная квартира,Крупнопанельные,2,,101.0,,5,Жилое,,,"Ямало-Ненецкий автономный округ, городской округ город Новый Уренгой, город Новый Уренгой, проспект Мира, дом 28, квартира 4",,,Площадь,Купля-продажа,,,2026-03-19,2026-03-23,100543.47826086957,001001000000,1,,,,,,,36.8,3700000.0,,3.0,0.0
2026-01-04,89:14:010101:1963,Помещение,1999.0,помещение: трёхкомнатная квартира,Кирпичные,1,,205.0,,3,Жилое,,,"Ямало-Ненецкий автономный округ, г Губкинский, мкр 1, д 38, кв 28/1",,,Площадь,Купля-продажа,,,2026-03-20,2026-03-23,14620.88319088319,001002000000,1,,,,,,,70.2,1026386.0,,3.0,0.0
2026-01-04,89:11:050105:1294,Помещение,1993.0,трёхкомнатная квартира,Из прочих материалов,6,,101.0,,9,Жилое,,,"Ямало-Ненецкий автономный округ, г Новый Уренгой, мкр Юбилейный, д 3, корп 5, кв 24",,,Площадь,Купля-продажа,,,2026-03-20,2026-03-23,147676.16191904046,001001000000,1,,,,,,,66.7,9850000.0,,3.0,0.0
2026-01-04,89:12:110613:1459,Помещение,1982.0,двухкомнатная квартира,Крупнопанельные,2,,101.0,,6,Жилое,,,"Ямало-Ненецкий автономный округ, городской округ город Ноябрьск, город Ноябрьск, улица Космонавтов, дом 26, квартира 51",,,Площадь,Купля-продажа,,,2026-03-20,2026-03-24,132038.83495145632,001002000000,1,,,,,,,51.5,6800000.0,,3.0,0.0
2026-01-04,89:11:070101:3513,Помещение,2015.0,Гараж,,1,,303.0,,,Нежилое,,,"Ямало-Ненецкий автономный округ, г Новый Уренгой, район Лимбяяха, ГК ""Восток"", гараж -86",,,Площадь,Купля-продажа,,,2026-03-10,2026-03-24,19607.843137254902,001001000000,1,,,,,,,25.5,500000.0,,3.0,0.0
2026-01-04,89:11:020302:1328,Помещение,1984.0,двухкомнатная квартира,Бетонные,2,,101.0,,5,Жилое,,,"Ямало-Ненецкий автономный округ, г Новый Уренгой, ул 26 Съезда КПСС, д 4А, кв 47",,,Площадь,Купля-продажа,,,2026-03-17,2026-03-24,157944.81446241675,001001000000,1,,,,,,,52.55,8300000.0,,3.0,0.0
2026-01-04,89:06:010109:1932,Помещение,1989.0,"Жилое помещение расположено в многоквартирном доме, признанном аварийным и подлежит сносу или реконструкции",Рубленые,1,,205.0,,2,Жилое,,,"Ямало-Ненецкий автономный округ, р-н Тазовский, пгт Тазовский, ул Геофизиков, д 31, кв 6",,,Площадь,Купля-продажа,,,2026-03-23,2026-03-24,127463.27370304115,001001000000,1,,,,,,,55.9,7125197.0,,3.0,0.0
2026-01-04,89:11:020101:1889,Помещение,2015.0,квартира в многоквартирном доме,Монолитные,9,,101.0,,9,Жилое,,,"Ямало-Ненецкий автономный округ, г Новый Уренгой, пр-кт Губкина, д 21Б, кв 63",,,Площадь,Купля-продажа,,,2026-03-18,2026-03-24,122788.20375335122,001001000000,1,,,,,,,37.3,4580000.0,,3.0,0.0
2026-01-04,89:04:020101:4981,Помещение,1987.0,Квартира,Крупнопанельные,2,,101.0,,5,Жилое,,,"Ямало-Ненецкий автономный округ, р-н Надымский, пгт Пангоды, ул Ленина, д 8, кв 50",,,Площадь,Купля-продажа,,,2026-03-24,2026-03-24,40682.41469816273,001001000000,1,,,,,,,38.1,1550000.0,,3.0,0.0
2026-01-04,89:12:110616:7111,Помещение,2025.0,,Иное,1,,101.0,,5,Жилое,,,"Ямало-Ненецкий автономный округ, городской округ город Ноябрьск, город Ноябрьск, улица Изыскателей, дом 16, квартира 45",,,Площадь,Купля-продажа,,,2026-03-20,2026-03-24,93186.09008498584,001001000000,1,,,,,,,35.3,3289468.98,,3.0,0.0
2026-01-04,89:12:110509:648,Помещение,1986.0,однокомнатная квартира,Деревянные,1,,205.0,,1,Жилое,,,"Ямало-Ненецкий автономный округ, г Ноябрьск, пос.УТДС, д 184, кв 5",,,Площадь,Купля-продажа,,,2026-03-20,2026-03-24,49117.72990033222,001001000000,1,,,,,,,30.1,1478443.67,,3.0,0.0
2026-01-04,89:08:010201:1866,Помещение,2015.0,трёхкомнатная квартира,Железобетонные,2,,101.0,,7,Жилое,,,"Ямало-Ненецкий автономный округ, г Салехард, ул Арктическая, д 10, кв 70",,,Площадь,Купля-продажа,,,2026-03-23,2026-03-24,187065.76235541535,001001000000,1,,,,,,,95.1,17789954.0,,3.0,0.0
2026-01-04,89:10:010208:1056,Помещение,1989.0,Однокомнатная квартира,Кирпичные,3,,101.0,,9,Жилое,,,"Ямало-Ненецкий автономный округ, муниципальный округ Надымский район, город Надым, улица Зверева, дом 17/1, квартира 15",,,Площадь,Купля-продажа,,,2026-03-24,2026-03-24,89244.85125858123,001001000000,1,,,,,,,43.7,3900000.0,,3.0,0.0
2026-01-04,89:12:110701:1723,Помещение,1989.0,Трёхкомнатная квартира,Крупнопанельные,5,,101.0,,5,Жилое,,,"Ямало-Ненецкий автономный округ, г Ноябрьск, ул 8 Марта, д 3, кв 40",,,Площадь,Купля-продажа,,,2026-03-23,2026-03-24,122541.60363086234,001002000000,1,,,,,,,66.1,8100000.0,,3.0,0.0
2026-01-04,89:11:050203:551,Помещение,2015.0,Гараж,,1,,303.0,,,Нежилое,,,"Ямало-Ненецкий автономный округ, г Новый Уренгой, северо-восточнее мкр. Юбилейный, Гаражно-строительный кооператив ""Фортуна"", гараж №176",,,Площадь,Купля-продажа,,,2026-03-18,2026-03-24,74074.07407407407,001001000000,1,,,,,,,27.0,2000000.0,,3.0,0.0
2026-01-04,89:13:010107:706,Помещение,1990.0,Квартира,Железобетонные,4,,101.0,,5,Жилое,,,"Ямало-Ненецкий автономный округ, г Муравленко, ул Муравленко, д 15, кв 8",,,Площадь,Купля-продажа,,,2026-03-20,2026-03-24,76056.33802816902,001001000000,1,,,,,,,35.5,2700000.0,,3.0,0.0
2026-01-04,89:10:010208:4092,Помещение,1989.0,Комната,Смешанные,5,,101.0,,5,Жилое,,,"Ямало-Ненецкий автономный округ, муниципальный округ Надымский район, город Надым, улица Заводская, дом 11, комната 32",,,Площадь,Купля-продажа,,,2026-03-23,2026-03-24,59523.80952380952,001001000000,1,,,,,,,16.8,1000000.0,,3.0,0.0
2026-01-04,89:09:000000:414,Помещение,2015.0,Гараж,,1,,303.0,,,Нежилое,,,"Ямало-Ненецкий автономный округ, г Лабытнанги, ул Гагарина, гаражная площадка №29, блок ""З"", бокс №20",,,Площадь,Купля-продажа,,,2026-03-18,2026-03-24,34146.34146341463,001001000000,1,,,,,,,20.5,700000.0,,3.0,0.0
2026-01-04,89:10:010206:1786,Помещение,1981.0,Квартира,Смешанные,4,,101.0,,5,Жилое,,,"Ямало-Ненецкий автономный округ, муниципальный округ Надымский район, город Надым, улица Набережная имени Оруджева С.А., дом 11, квартира 54",,,Площадь,Купля-продажа,,,2026-03-18,2026-03-24,42979.94269340974,001002000000,1,,,,,,,69.8,3000000.0,,3.0,0.0
